author_id,username,n_retweets,n_authored,n_replies,n_quoted,n_quoting_replies,total
740637548,FredaOu,,,42,7,36,85
138418895,RedCrossAU,1,19,8,,,28
2866982548,ellievb77,20,3,2,,,25
913797985326186502,sumedhawijeratn,18,,,,,18
1359673388,KF5FUZ,,8,1,6,2,17
22752608,cefy,12,2,,2,,16
119189335,NZRedCross,10,5,,,,15
3064266184,techjunkiejh,,14,,,,14
17381220,pauld08,4,1,8,,,13
901448564202762240,michealcost,11,,,,,11
