author_id,username,n_retweets,n_authored,n_replies,n_quoted,n_quoting_replies,total
35244417,ZionTechGroup,202,1555,,,,1757
18272699,DukeMBB,4,1584,,,,1588
735279799812362241,swagafiedkicks,1439,,,,,1439
69046897,zionweb,,797,,,,797
3332100754,MJ23_Chicago,753,,,,,753
2611149216,Moses1Mr,,591,,,,591
361329018,KicksDeals,1,384,4,1,,390
396360322,ELBLOKERADIO,,304,,,,304
2885229719,lovelyedwon,189,57,37,1,,284
725714429908779008,NikeonEbayUS,,279,,,,279
