author_id,username,n_retweets,n_authored,n_replies,n_quoted,n_quoting_replies,total
833861800336695296,PopMusicFeed,,130,,,,130
360891339,founditauctions,,40,,,,40
3245017191,joaodmj,1,38,,,,39
200404046,AbsoluteJewelry,,30,,,,30
2840133604,BushraIMCWF,,30,,,,30
2373026731,Ronin1021,,1,24,,,25
19429130,MEGASHUFFLE,,24,,,,24
827235293124292609,Work4_US_Jobs,,24,,,,24
188051358,criglez07,,24,,,,24
4861611379,trumper_tantrum,9,,15,,,24
