author_id,username,n_retweets,n_authored,n_replies,n_quoted,n_quoting_replies,total
525857359,GeoffyPJohnston,24,43,4,12,,83
592752592,ObserverNotes,4,59,,1,,64
222034168,RIGB2266,,57,,,,57
91606617,andreazanardo,1,14,26,,,41
140163817,TwitJAKO,,39,,,,39
167203538,intldogooder,16,16,,1,,33
546289246,HajjiADavis,31,,,,,31
965852034774765569,DuruAbali,27,2,,,,29
804565074933325824,britaintodayuk,,29,,,,29
966555224038105088,noman_muller,15,11,1,1,,28
