author_id,username,n_retweets,n_authored,n_replies,n_quoted,n_quoting_replies,total
297443753,thus_spake,,54,,,,54
18347634,STYBNK,,53,,,,53
2440383084,PollsHost,,38,,,,38
762755610274177024,6GuysNameSteve,,37,,,,37
377550364,AirTransportNew,,37,,,,37
787546010,BerkleyBearNews,,37,,,,37
1947543302,FidemTurbare,18,16,2,1,,37
2939817894,cryptogeorge_1,,36,,,,36
798903323260751872,Nano_coin,,32,,,,32
63517897,Darodi,,30,,,,30
